"topic","term","beta"
4,"obvious",8.63146410346709e-07
5,"obvious",8.38298856895678e-07
6,"obvious",2.79115330454544e-05
1,"covid",8.90819393494524e-07
2,"covid",0.000406005714024019
3,"covid",8.87806159954261e-07
4,"covid",8.63146410346709e-07
5,"covid",3.43702531327228e-05
6,"covid",9.00372033724334e-07
1,"forever",0.00172908044277287
2,"forever",2.73019026784047e-05
3,"forever",8.87806159954261e-07
4,"forever",8.63146410346709e-07
5,"forever",8.38298856895678e-07
6,"forever",9.00372033724334e-07
1,"rebooting",8.99727587429469e-05
2,"rebooting",8.80706538013056e-07
3,"rebooting",8.87806159954261e-07
4,"rebooting",5.26519310311492e-05
5,"rebooting",9.22128742585246e-06
6,"rebooting",9.00372033724334e-07
1,"swear",8.90819393494524e-07
2,"swear",9.68777191814362e-06
3,"swear",0.000142936791752636
4,"swear",8.63146410346709e-07
5,"swear",0.000160115081667075
6,"swear",9.00372033724334e-07
1,"words",8.90819393494524e-07
2,"words",8.80706538013056e-07
3,"words",8.87806159954261e-07
4,"words",8.63146410346709e-07
5,"words",8.38298856895678e-07
6,"words",0.000703190558338705
1,"explicit",8.90819393494524e-07
2,"explicit",8.80706538013056e-07
3,"explicit",0.000249473530947147
4,"explicit",7.85463233415505e-05
5,"explicit",8.38298856895678e-07
6,"explicit",9.00372033724334e-07
1,"category",8.90819393494524e-07
2,"category",8.80706538013056e-07
3,"category",8.87806159954261e-07
4,"category",9.4946105138138e-06
5,"category",8.38298856895678e-07
6,"category",0.000325034304174485
1,"glad",8.90819393494524e-07
2,"glad",0.00027389973332206
3,"glad",8.87806159954261e-07
4,"glad",8.63146410346709e-07
5,"glad",8.38298856895678e-07
6,"glad",0.000334038024511728
1,"biggest",0.000294861219246688
2,"biggest",8.80706538013056e-07
3,"biggest",8.87806159954261e-07
4,"biggest",8.63146410346709e-07
5,"biggest",8.38298856895678e-07
6,"biggest",0.000153963617766861
1,"planet",8.90819393494524e-07
2,"planet",8.80706538013056e-07
3,"planet",8.87806159954261e-07
4,"planet",8.63146410346709e-07
5,"planet",6.790220740855e-05
6,"planet",9.00372033724334e-07
1,"afterwards",3.65235951332755e-05
2,"afterwards",8.80706538013056e-07
3,"afterwards",8.96684221553803e-05
4,"afterwards",8.63146410346709e-07
5,"afterwards",1.76042759948093e-05
6,"afterwards",9.00372033724334e-07
1,"fake",8.90819393494524e-07
2,"fake",8.80706538013056e-07
3,"fake",0.000231717407748062
4,"fake",8.63146410346709e-07
5,"fake",8.38298856895678e-07
6,"fake",9.00372033724334e-07
1,"actual",9.79901332843977e-06
2,"actual",7.13372295790575e-05
3,"actual",0.000906450089313299
4,"actual",9.4946105138138e-06
5,"actual",8.38298856895678e-07
6,"actual",9.00372033724334e-07
1,"mixes",8.90819393494524e-07
2,"mixes",1.84948372982742e-05
3,"mixes",9.76586775949687e-06
4,"mixes",9.4946105138138e-06
5,"mixes",8.38298856895678e-07
6,"mixes",0.00110835797351466
1,"twenty-five",8.90819393494524e-07
2,"twenty-five",0.000221057341041277
3,"twenty-five",8.87806159954261e-07
4,"twenty-five",8.63146410346709e-07
5,"twenty-five",8.38298856895678e-07
6,"twenty-five",9.00372033724334e-07
1,"yesterday",0.00115004783700143
2,"yesterday",2.73019026784047e-05
3,"yesterday",2.75219909585821e-05
4,"yesterday",8.63146410346709e-07
5,"yesterday",8.38298856895678e-07
6,"yesterday",9.00372033724334e-07
1,"tapped",4.54317890682208e-05
2,"tapped",8.80706538013056e-07
3,"tapped",0.000125180668553551
4,"tapped",8.63146410346709e-07
5,"tapped",8.38298856895678e-07
6,"tapped",9.00372033724334e-07
1,"case",0.00040175954646603
2,"case",0.000212250275661146
3,"case",8.87806159954261e-07
4,"case",8.63146410346709e-07
5,"case",6.790220740855e-05
6,"case",9.00372033724334e-07
1,"stereo",8.90819393494524e-07
2,"stereo",0.00058214702162663
3,"stereo",8.87806159954261e-07
4,"stereo",5.26519310311492e-05
5,"stereo",8.38298856895678e-07
6,"stereo",9.00372033724334e-07
1,"chrome",8.90819393494524e-07
2,"chrome",8.80706538013056e-07
3,"chrome",8.87806159954261e-07
4,"chrome",0.000225281213100491
5,"chrome",1.76042759948093e-05
6,"chrome",9.00372033724334e-07
1,"ninety",8.90819393494524e-07
2,"ninety",0.000361970387123366
3,"ninety",8.87806159954261e-07
4,"ninety",8.63146410346709e-07
5,"ninety",8.38298856895678e-07
6,"ninety",9.00372033724334e-07
1,"custom",8.90819393494524e-07
2,"custom",8.80706538013056e-07
3,"custom",8.87806159954261e-07
4,"custom",1.81260746172809e-05
5,"custom",8.38298856895678e-07
6,"custom",0.000460090109233135
1,"value",8.90819393494524e-07
2,"value",8.80706538013056e-07
3,"value",8.87806159954261e-07
4,"value",8.63146410346709e-07
5,"value",8.38298856895678e-07
6,"value",0.000234997100802052
1,"limit",0.000152330116287564
2,"limit",8.80706538013056e-07
3,"limit",8.87806159954261e-07
4,"limit",8.63146410346709e-07
5,"limit",0.000520583590132217
6,"limit",9.00372033724334e-07
1,"pieces",8.90819393494524e-07
2,"pieces",8.89513603393186e-05
3,"pieces",9.76586775949687e-06
4,"pieces",8.63146410346709e-07
5,"pieces",8.38298856895678e-07
6,"pieces",9.90409237096768e-06
1,"unshuffle",8.90819393494524e-07
2,"unshuffle",8.80706538013056e-07
3,"unshuffle",8.87806159954261e-07
4,"unshuffle",8.63146410346709e-07
5,"unshuffle",5.95192188395932e-05
6,"unshuffle",9.00372033724334e-07
1,"bucks",8.90819393494524e-07
2,"bucks",0.000185829079520755
3,"bucks",8.87806159954261e-07
4,"bucks",8.63146410346709e-07
5,"bucks",9.22128742585246e-06
6,"bucks",9.00372033724334e-07
1,"min",8.99727587429469e-05
2,"min",0.000564532890866368
3,"min",9.76586775949687e-06
4,"min",8.63146410346709e-07
5,"min",8.38298856895678e-07
6,"min",9.00372033724334e-07
1,"timer",2.76154011983302e-05
2,"timer",8.80706538013056e-07
3,"timer",8.87806159954261e-07
4,"timer",0.000743169059308516
5,"timer",8.38298856895678e-07
6,"timer",9.00372033724334e-07
1,"checked",0.000651188976644497
2,"checked",7.13372295790575e-05
3,"checked",8.87806159954261e-07
4,"checked",8.63146410346709e-07
5,"checked",8.38298856895678e-07
6,"checked",9.00372033724334e-07
1,"dealing",9.79901332843977e-06
2,"dealing",8.80706538013056e-07
3,"dealing",8.87806159954261e-07
4,"dealing",0.000277069997721294
5,"dealing",8.38298856895678e-07
6,"dealing",9.00372033724334e-07
1,"designed",8.90819393494524e-07
2,"designed",0.000221057341041277
3,"designed",8.87806159954261e-07
4,"designed",8.63146410346709e-07
5,"designed",8.38298856895678e-07
6,"designed",0.000262008261813782
1,"ages",0.000669005364514388
2,"ages",3.61089680585353e-05
3,"ages",8.87806159954261e-07
4,"ages",8.63146410346709e-07
5,"ages",8.38298856895678e-07
6,"ages",9.00372033724334e-07
1,"ux",8.90819393494524e-07
2,"ux",8.80706538013056e-07
3,"ux",0.000640108241327022
4,"ux",8.63146410346709e-07
5,"ux",8.38298856895678e-07
6,"ux",9.90409237096768e-06
1,"bed",8.90819393494524e-07
2,"bed",8.80706538013056e-07
3,"bed",8.87806159954261e-07
4,"bed",8.63146410346709e-07
5,"bed",9.22128742585246e-06
6,"bed",9.09375754061579e-05
1,"notch",8.90819393494524e-07
2,"notch",8.80706538013056e-07
3,"notch",8.87806159954261e-07
4,"notch",8.63146410346709e-07
5,"notch",8.38298856895678e-07
6,"notch",0.000153963617766861
1,"a50",1.8707207263385e-05
2,"a50",8.80706538013056e-07
3,"a50",8.87806159954261e-07
4,"a50",5.26519310311492e-05
5,"a50",8.38298856895678e-07
6,"a50",9.00372033724334e-07
1,"self",8.90819393494524e-07
2,"self",0.000238671471801538
3,"self",0.000169570976551264
4,"self",8.63146410346709e-07
5,"self",0.000143349104529161
6,"self",9.00372033724334e-07
1,"response",8.90819393494524e-07
2,"response",0.000573339956246499
3,"response",8.87806159954261e-07
4,"response",8.63146410346709e-07
5,"response",8.38298856895678e-07
6,"response",9.00372033724334e-07
1,"services",8.90819393494524e-07
2,"services",0.00135716877507812
3,"services",8.87806159954261e-07
4,"services",8.63146410346709e-07
5,"services",8.38298856895678e-07
6,"services",9.00372033724334e-07
1,"status",8.90819393494524e-07
2,"status",8.80706538013056e-07
3,"status",8.87806159954261e-07
4,"status",0.000328858782342096
5,"status",8.38298856895678e-07
6,"status",9.00372033724334e-07
1,"band",8.90819393494524e-07
2,"band",8.80706538013056e-07
3,"band",0.000107424545354466
4,"band",8.63146410346709e-07
5,"band",8.38298856895678e-07
6,"band",0.000496104990582108
1,"navigating",3.65235951332755e-05
2,"navigating",9.68777191814362e-06
3,"navigating",0.000116302606954008
4,"navigating",9.4946105138138e-06
5,"navigating",2.5987264563766e-05
6,"navigating",9.00372033724334e-07
1,"frustratingly",8.90819393494524e-07
2,"frustratingly",6.25301641989269e-05
3,"frustratingly",8.87806159954261e-07
4,"frustratingly",2.6757538720748e-05
5,"frustratingly",8.38298856895678e-07
6,"frustratingly",9.00372033724334e-07
1,"somebody",8.90819393494524e-07
2,"somebody",8.80706538013056e-07
3,"somebody",0.000169570976551264
4,"somebody",8.63146410346709e-07
5,"somebody",8.38298856895678e-07
6,"somebody",9.00372033724334e-07
1,"hifi",8.90819393494524e-07
2,"hifi",8.80706538013056e-07
3,"hifi",8.87806159954261e-07
4,"hifi",8.63146410346709e-07
5,"hifi",1.76042759948093e-05
6,"hifi",0.000361049185523458
1,"promised",2.76154011983302e-05
2,"promised",8.80706538013056e-07
3,"promised",3.64000525581247e-05
4,"promised",4.40204669276821e-05
5,"promised",8.38298856895678e-07
6,"promised",9.00372033724334e-07
1,"twenty-one",8.90819393494524e-07
2,"twenty-one",0.000485269302445194
3,"twenty-one",8.87806159954261e-07
4,"twenty-one",8.63146410346709e-07
5,"twenty-one",8.38298856895678e-07
6,"twenty-one",9.00372033724334e-07
1,"competitors",8.90819393494524e-07
2,"competitors",8.80706538013056e-07
3,"competitors",7.19122989562951e-05
4,"competitors",8.63146410346709e-07
5,"competitors",8.38298856895678e-07
6,"competitors",0.000171971058441348
1,"behind",9.79901332843977e-06
2,"behind",8.80706538013056e-07
3,"behind",0.000657864364526107
4,"behind",8.63146410346709e-07
5,"behind",8.38298856895678e-07
6,"behind",9.00372033724334e-07
1,"competition",8.90819393494524e-07
2,"competition",0.000194636144900885
3,"competition",9.76586775949687e-06
4,"competition",8.63146410346709e-07
5,"competition",9.22128742585246e-06
6,"competition",9.90409237096768e-06
1,"sir",8.90819393494524e-07
2,"sir",8.89513603393186e-05
3,"sir",8.87806159954261e-07
4,"sir",8.63146410346709e-07
5,"sir",8.38298856895678e-07
6,"sir",9.00372033724334e-07
1,"method",8.90819393494524e-07
2,"method",0.000538111694725977
3,"method",8.87806159954261e-07
4,"method",8.63146410346709e-07
5,"method",8.38298856895678e-07
6,"method",9.00372033724334e-07
1,"smoother",8.90819393494524e-07
2,"smoother",9.68777191814362e-06
3,"smoother",0.000107424545354466
4,"smoother",9.4946105138138e-06
5,"smoother",8.38298856895678e-07
6,"smoother",9.00372033724334e-07
1,"dedicated",0.000116697340547783
2,"dedicated",9.68777191814362e-06
3,"dedicated",7.19122989562951e-05
4,"dedicated",8.63146410346709e-07
5,"dedicated",8.38298856895678e-07
6,"dedicated",9.00372033724334e-07
1,"necessary",8.90819393494524e-07
2,"necessary",8.80706538013056e-07
3,"necessary",1.86439293590395e-05
4,"necessary",0.000147598036169287
5,"necessary",9.22128742585246e-06
6,"necessary",2.79115330454544e-05
1,"slightly",9.79901332843977e-06
2,"slightly",8.80706538013056e-07
3,"slightly",0.000160692914951721
4,"slightly",8.63146410346709e-07
5,"slightly",8.38298856895678e-07
6,"slightly",9.90409237096768e-06
1,"reboot",8.90819393494524e-07
2,"reboot",8.80706538013056e-07
3,"reboot",9.76586775949687e-06
4,"reboot",0.000449699279790635
5,"reboot",8.38298856895678e-07
6,"reboot",9.00372033724334e-07
1,"head",3.65235951332755e-05
2,"head",0.000767095394609371
3,"head",9.76586775949687e-06
4,"head",9.4946105138138e-06
5,"head",8.38298856895678e-07
6,"head",9.00372033724334e-07
1,"unit",8.90819393494524e-07
2,"unit",0.000353163321743235
3,"unit",9.76586775949687e-06
4,"unit",8.63146410346709e-07
5,"unit",8.38298856895678e-07
6,"unit",9.00372033724334e-07
1,"apk",0.000152330116287564
2,"apk",8.80706538013056e-07
3,"apk",1.86439293590395e-05
4,"apk",8.63146410346709e-07
5,"apk",8.38298856895678e-07
6,"apk",9.00372033724334e-07
1,"brings",8.90819393494524e-07
2,"brings",0.000494076367825324
3,"brings",8.87806159954261e-07
4,"brings",8.63146410346709e-07
5,"brings",8.38298856895678e-07
6,"brings",9.00372033724334e-07
1,"lack",0.000125605534482728
2,"lack",0.000406005714024019
3,"lack",8.87806159954261e-07
4,"lack",8.63146410346709e-07
5,"lack",8.38298856895678e-07
6,"lack",9.00372033724334e-07
1,"irritating",1.8707207263385e-05
2,"irritating",8.80706538013056e-07
3,"irritating",0.00165220726367488
4,"irritating",8.63146410346709e-07
5,"irritating",0.000176881058804988
6,"irritating",9.00372033724334e-07
1,"cent",8.90819393494524e-07
2,"cent",8.80706538013056e-07
3,"cent",8.87806159954261e-07
4,"cent",8.63146410346709e-07
5,"cent",8.38298856895678e-07
6,"cent",0.000892268685420816
1,"convenient",8.90819393494524e-07
2,"convenient",8.80706538013056e-07
3,"convenient",0.000160692914951721
4,"convenient",8.63146410346709e-07
5,"convenient",8.38298856895678e-07
6,"convenient",0.000316030583837242
1,"non",3.65235951332755e-05
2,"non",0.000881587244551068
3,"non",8.87806159954261e-07
4,"non",9.4946105138138e-06
5,"non",8.38298856895678e-07
6,"non",9.90409237096768e-06
1,"floating",8.90819393494524e-07
2,"floating",8.80706538013056e-07
3,"floating",8.87806159954261e-07
4,"floating",7.85463233415505e-05
5,"floating",8.38298856895678e-07
6,"floating",9.00372033724334e-07
1,"placed",8.90819393494524e-07
2,"placed",8.80706538013056e-07
3,"placed",6.30342373567525e-05
4,"placed",8.63146410346709e-07
5,"placed",8.38298856895678e-07
6,"placed",9.00372033724334e-07
1,"everywhere",0.00040175954646603
2,"everywhere",8.80706538013056e-07
3,"everywhere",8.87806159954261e-07
4,"everywhere",9.4946105138138e-06
5,"everywhere",1.76042759948093e-05
6,"everywhere",9.09375754061579e-05
1,"saving",0.000250320249571961
2,"saving",8.80706538013056e-07
3,"saving",8.87806159954261e-07
4,"saving",8.63146410346709e-07
5,"saving",8.38298856895678e-07
6,"saving",9.00372033724334e-07
1,"justify",8.90819393494524e-07
2,"justify",8.89513603393186e-05
3,"justify",8.87806159954261e-07
4,"justify",8.63146410346709e-07
5,"justify",8.38298856895678e-07
6,"justify",9.00372033724334e-07
1,"names",8.90819393494524e-07
2,"names",8.80706538013056e-07
3,"names",0.000320498023743488
4,"names",8.63146410346709e-07
5,"names",2.5987264563766e-05
6,"names",9.00372033724334e-07
1,"menus",8.90819393494524e-07
2,"menus",8.80706538013056e-07
3,"menus",6.30342373567525e-05
4,"menus",0.000182123892583156
5,"menus",8.38298856895678e-07
6,"menus",9.00372033724334e-07
1,"saved",0.00123912977635088
2,"saved",7.13372295790575e-05
3,"saved",8.87806159954261e-07
4,"saved",8.63146410346709e-07
5,"saved",8.38298856895678e-07
6,"saved",9.90409237096768e-06
1,"reset",8.90819393494524e-07
2,"reset",0.00203531280934817
3,"reset",8.87806159954261e-07
4,"reset",8.63146410346709e-07
5,"reset",9.22128742585246e-06
6,"reset",9.00372033724334e-07
1,"tap",8.90819393494524e-07
2,"tap",8.80706538013056e-07
3,"tap",8.87806159954261e-07
4,"tap",8.63146410346709e-07
5,"tap",0.00114930773280398
6,"tap",9.90409237096768e-06
1,"lags",8.90819393494524e-07
2,"lags",0.00010656549109958
3,"lags",8.87806159954261e-07
4,"lags",0.000587802705446109
5,"lags",8.38298856895678e-07
6,"lags",0.000180974778778591
1,"developers",8.90819393494524e-07
2,"developers",3.61089680585353e-05
3,"developers",0.00113727969090141
4,"developers",8.63146410346709e-07
5,"developers",8.38298856895678e-07
6,"developers",9.00372033724334e-07
1,"remix",8.90819393494524e-07
2,"remix",8.80706538013056e-07
3,"remix",5.41561757572099e-05
4,"remix",6.99148592380834e-05
5,"remix",8.38298856895678e-07
6,"remix",9.00372033724334e-07
1,"trending",8.90819393494524e-07
2,"trending",8.80706538013056e-07
3,"trending",8.87806159954261e-07
4,"trending",8.63146410346709e-07
5,"trending",8.38298856895678e-07
6,"trending",0.000153963617766861
1,"forgetting",8.90819393494524e-07
2,"forgetting",8.80706538013056e-07
3,"forgetting",9.76586775949687e-06
4,"forgetting",4.40204669276821e-05
5,"forgetting",8.38298856895678e-07
6,"forgetting",2.79115330454544e-05
1,"strange",0.00021468747383218
2,"strange",8.80706538013056e-07
3,"strange",8.87806159954261e-07
4,"strange",7.85463233415505e-05
5,"strange",8.38298856895678e-07
6,"strange",9.00372033724334e-07
1,"technical",0.00019687108596229
2,"technical",2.73019026784047e-05
3,"technical",8.87806159954261e-07
4,"technical",8.63146410346709e-07
5,"technical",1.76042759948093e-05
6,"technical",0.000289019422825511
1,"arranged",8.90819393494524e-07
2,"arranged",8.80706538013056e-07
3,"arranged",8.87806159954261e-07
4,"arranged",8.63146410346709e-07
5,"arranged",8.38298856895678e-07
6,"arranged",7.29301347316712e-05
1,"go-to",4.54317890682208e-05
2,"go-to",8.80706538013056e-07
3,"go-to",8.87806159954261e-07
4,"go-to",8.63146410346709e-07
5,"go-to",8.38298856895678e-07
6,"go-to",0.000171971058441348
1,"suggests",8.90819393494524e-07
2,"suggests",8.80706538013056e-07
3,"suggests",8.87806159954261e-07
4,"suggests",8.63146410346709e-07
5,"suggests",8.38298856895678e-07
6,"suggests",0.000244000821139295
1,"insane",8.90819393494524e-07
2,"insane",8.80706538013056e-07
3,"insane",0.000364888331741201
4,"insane",8.63146410346709e-07
5,"insane",8.38298856895678e-07
6,"insane",9.00372033724334e-07
1,"unless",1.8707207263385e-05
2,"unless",0.000538111694725977
3,"unless",8.87806159954261e-07
4,"unless",0.00107979615934373
5,"unless",0.00219718130392357
6,"unless",9.90409237096768e-06
1,"hassle",6.32481769381112e-05
2,"hassle",0.000388391583263757
3,"hassle",8.87806159954261e-07
4,"hassle",8.63146410346709e-07
5,"hassle",8.38298856895678e-07
6,"hassle",9.00372033724334e-07
1,"restricting",8.90819393494524e-07
2,"restricting",8.80706538013056e-07
3,"restricting",2.75219909585821e-05
4,"restricting",8.63146410346709e-07
5,"restricting",0.000134966115960204
6,"restricting",9.90409237096768e-06
1,"decent",8.90819393494524e-07
2,"decent",1.84948372982742e-05
3,"decent",0.000551327625331596
4,"decent",8.63146410346709e-07
5,"decent",8.38298856895678e-07
6,"decent",0.000424075227884162
1,"windows",0.000366126770726249
2,"windows",8.80706538013056e-07
3,"windows",8.87806159954261e-07
4,"windows",8.63146410346709e-07
5,"windows",8.38298856895678e-07
6,"windows",9.00372033724334e-07
1,"god",8.90819393494524e-07
2,"god",8.80706538013056e-07
3,"god",0.000915328150912842
4,"god",4.40204669276821e-05
5,"god",5.11362302706364e-05
6,"god",9.00372033724334e-07
1,"lastest",1.8707207263385e-05
2,"lastest",8.80706538013056e-07
3,"lastest",8.87806159954261e-07
4,"lastest",5.26519310311492e-05
5,"lastest",8.38298856895678e-07
6,"lastest",9.00372033724334e-07
1,"sharing",1.8707207263385e-05
2,"sharing",9.68777191814362e-06
3,"sharing",1.86439293590395e-05
4,"sharing",8.63146410346709e-07
